,drug_a_name,drug_b_name,cell_line,synergy,fold
CARBOPLATIN_BEZ-235_OCUBM,CARBOPLATIN,BEZ-235,OCUBM,19.105856929,2
CARBOPLATIN_BEZ-235_OV90,CARBOPLATIN,BEZ-235,OV90,26.4491087115,2
CARBOPLATIN_BEZ-235_OVCAR3,CARBOPLATIN,BEZ-235,OVCAR3,7.0601024682,2
CARBOPLATIN_BEZ-235_PA1,CARBOPLATIN,BEZ-235,PA1,18.0665053629,2
CARBOPLATIN_BEZ-235_RKO,CARBOPLATIN,BEZ-235,RKO,21.6794196595,2
CARBOPLATIN_BEZ-235_RPMI7951,CARBOPLATIN,BEZ-235,RPMI7951,14.694595398,2
CARBOPLATIN_BEZ-235_SKMEL30,CARBOPLATIN,BEZ-235,SKMEL30,34.9896809976,2
CARBOPLATIN_BEZ-235_SKMES1,CARBOPLATIN,BEZ-235,SKMES1,19.2953758415,2
CARBOPLATIN_BEZ-235_SKOV3,CARBOPLATIN,BEZ-235,SKOV3,-6.2322248463,2
CARBOPLATIN_BEZ-235_SW620,CARBOPLATIN,BEZ-235,SW620,13.5782446719,2
CARBOPLATIN_BEZ-235_SW837,CARBOPLATIN,BEZ-235,SW837,27.2121750949,2
CARBOPLATIN_BEZ-235_T47D,CARBOPLATIN,BEZ-235,T47D,107.9732846567,2
CARBOPLATIN_BEZ-235_UACC62,CARBOPLATIN,BEZ-235,UACC62,30.8055659332,2
CARBOPLATIN_BEZ-235_UWB1289BRCA1,CARBOPLATIN,BEZ-235,UWB1289BRCA1,22.7406526307,2
CARBOPLATIN_BEZ-235_UWB1289,CARBOPLATIN,BEZ-235,UWB1289,9.9960825995,2
CARBOPLATIN_BEZ-235_VCAP,CARBOPLATIN,BEZ-235,VCAP,26.9561588284,2
CARBOPLATIN_BEZ-235_ZR751,CARBOPLATIN,BEZ-235,ZR751,5.3681475253,2
CARBOPLATIN_BORTEZOMIB_A2058,CARBOPLATIN,BORTEZOMIB,A2058,-15.8134978266,1
CARBOPLATIN_BORTEZOMIB_A2780,CARBOPLATIN,BORTEZOMIB,A2780,-18.2010858287,1
CARBOPLATIN_BORTEZOMIB_A375,CARBOPLATIN,BORTEZOMIB,A375,27.0771495696,1
CARBOPLATIN_BORTEZOMIB_A427,CARBOPLATIN,BORTEZOMIB,A427,-7.195475802,1
CARBOPLATIN_BORTEZOMIB_CAOV3,CARBOPLATIN,BORTEZOMIB,CAOV3,-43.5379685352,1
CARBOPLATIN_BORTEZOMIB_COLO320DM,CARBOPLATIN,BORTEZOMIB,COLO320DM,-5.959322977,1
CARBOPLATIN_BORTEZOMIB_DLD1,CARBOPLATIN,BORTEZOMIB,DLD1,15.442146853,1
CARBOPLATIN_BORTEZOMIB_EFM192B,CARBOPLATIN,BORTEZOMIB,EFM192B,-15.8477608013,1
CARBOPLATIN_BORTEZOMIB_ES2,CARBOPLATIN,BORTEZOMIB,ES2,-15.7441893374,1
CARBOPLATIN_BORTEZOMIB_HCT116,CARBOPLATIN,BORTEZOMIB,HCT116,22.6675047314,1
CARBOPLATIN_BORTEZOMIB_HT144,CARBOPLATIN,BORTEZOMIB,HT144,6.0282282636,1
CARBOPLATIN_BORTEZOMIB_HT29,CARBOPLATIN,BORTEZOMIB,HT29,-14.87691148,1
CARBOPLATIN_BORTEZOMIB_KPL1,CARBOPLATIN,BORTEZOMIB,KPL1,17.5535784201,1
CARBOPLATIN_BORTEZOMIB_LNCAP,CARBOPLATIN,BORTEZOMIB,LNCAP,-37.4313716987,1
CARBOPLATIN_BORTEZOMIB_LOVO,CARBOPLATIN,BORTEZOMIB,LOVO,17.1722006648,1
CARBOPLATIN_BORTEZOMIB_MDAMB436,CARBOPLATIN,BORTEZOMIB,MDAMB436,3.1334804139,1
CARBOPLATIN_BORTEZOMIB_MSTO,CARBOPLATIN,BORTEZOMIB,MSTO,61.6441241003,1
CARBOPLATIN_BORTEZOMIB_NCIH1650,CARBOPLATIN,BORTEZOMIB,NCIH1650,-19.4380763686,1
CARBOPLATIN_BORTEZOMIB_NCIH2122,CARBOPLATIN,BORTEZOMIB,NCIH2122,21.1213621697,1
CARBOPLATIN_BORTEZOMIB_NCIH23,CARBOPLATIN,BORTEZOMIB,NCIH23,-13.6682476242,1
CARBOPLATIN_BORTEZOMIB_NCIH460,CARBOPLATIN,BORTEZOMIB,NCIH460,-4.6330311031,1
CARBOPLATIN_BORTEZOMIB_NCIH520,CARBOPLATIN,BORTEZOMIB,NCIH520,-33.808012069,1
CARBOPLATIN_BORTEZOMIB_OCUBM,CARBOPLATIN,BORTEZOMIB,OCUBM,-2.9834261164,1
CARBOPLATIN_BORTEZOMIB_OV90,CARBOPLATIN,BORTEZOMIB,OV90,-3.8150119215,1
CARBOPLATIN_BORTEZOMIB_OVCAR3,CARBOPLATIN,BORTEZOMIB,OVCAR3,-19.5307348768,1
CARBOPLATIN_BORTEZOMIB_PA1,CARBOPLATIN,BORTEZOMIB,PA1,-26.8001902531,1
CARBOPLATIN_BORTEZOMIB_RKO,CARBOPLATIN,BORTEZOMIB,RKO,23.9307145551,1
CARBOPLATIN_BORTEZOMIB_RPMI7951,CARBOPLATIN,BORTEZOMIB,RPMI7951,-20.3694174265,1
CARBOPLATIN_BORTEZOMIB_SKMEL30,CARBOPLATIN,BORTEZOMIB,SKMEL30,-1.4937476361,1
CARBOPLATIN_BORTEZOMIB_SKMES1,CARBOPLATIN,BORTEZOMIB,SKMES1,-20.6022819531,1
CARBOPLATIN_BORTEZOMIB_SKOV3,CARBOPLATIN,BORTEZOMIB,SKOV3,-19.2884251998,1
CARBOPLATIN_BORTEZOMIB_SW620,CARBOPLATIN,BORTEZOMIB,SW620,2.0834946331,1
CARBOPLATIN_BORTEZOMIB_SW837,CARBOPLATIN,BORTEZOMIB,SW837,7.7379820483,1
CARBOPLATIN_BORTEZOMIB_T47D,CARBOPLATIN,BORTEZOMIB,T47D,-49.5887152938,1
CARBOPLATIN_BORTEZOMIB_UACC62,CARBOPLATIN,BORTEZOMIB,UACC62,-10.7872473476,1
CARBOPLATIN_BORTEZOMIB_UWB1289BRCA1,CARBOPLATIN,BORTEZOMIB,UWB1289BRCA1,-10.4345313704,1
CARBOPLATIN_BORTEZOMIB_UWB1289,CARBOPLATIN,BORTEZOMIB,UWB1289,-36.037574206,1
CARBOPLATIN_BORTEZOMIB_VCAP,CARBOPLATIN,BORTEZOMIB,VCAP,-10.8132456694,1
CARBOPLATIN_BORTEZOMIB_ZR751,CARBOPLATIN,BORTEZOMIB,ZR751,30.4483020957,1
CARBOPLATIN_DASATINIB_A2058,CARBOPLATIN,DASATINIB,A2058,36.5563123529,0
CARBOPLATIN_DASATINIB_A2780,CARBOPLATIN,DASATINIB,A2780,63.0464369032,0
CARBOPLATIN_DASATINIB_A375,CARBOPLATIN,DASATINIB,A375,12.7632537862,0
CARBOPLATIN_DASATINIB_A427,CARBOPLATIN,DASATINIB,A427,32.2849249134,0
CARBOPLATIN_DASATINIB_CAOV3,CARBOPLATIN,DASATINIB,CAOV3,27.8909526877,0
CARBOPLATIN_DASATINIB_COLO320DM,CARBOPLATIN,DASATINIB,COLO320DM,3.7150087057,0
CARBOPLATIN_DASATINIB_DLD1,CARBOPLATIN,DASATINIB,DLD1,-0.1970791766,0
CARBOPLATIN_DASATINIB_EFM192B,CARBOPLATIN,DASATINIB,EFM192B,26.300497746,0
CARBOPLATIN_DASATINIB_ES2,CARBOPLATIN,DASATINIB,ES2,3.0732889432,0
CARBOPLATIN_DASATINIB_HCT116,CARBOPLATIN,DASATINIB,HCT116,-31.4732952676,0
CARBOPLATIN_DASATINIB_HT144,CARBOPLATIN,DASATINIB,HT144,-29.2864839264,0
CARBOPLATIN_DASATINIB_HT29,CARBOPLATIN,DASATINIB,HT29,14.8942934648,0
CARBOPLATIN_DASATINIB_KPL1,CARBOPLATIN,DASATINIB,KPL1,11.0670901105,0
CARBOPLATIN_DASATINIB_LNCAP,CARBOPLATIN,DASATINIB,LNCAP,-6.0613270695,0
CARBOPLATIN_DASATINIB_LOVO,CARBOPLATIN,DASATINIB,LOVO,42.0038884855,0
CARBOPLATIN_DASATINIB_MDAMB436,CARBOPLATIN,DASATINIB,MDAMB436,22.7650507864,0
CARBOPLATIN_DASATINIB_MSTO,CARBOPLATIN,DASATINIB,MSTO,57.5963703448,0
CARBOPLATIN_DASATINIB_NCIH1650,CARBOPLATIN,DASATINIB,NCIH1650,31.8769981552,0
CARBOPLATIN_DASATINIB_NCIH2122,CARBOPLATIN,DASATINIB,NCIH2122,-68.8280159838,0
CARBOPLATIN_DASATINIB_NCIH23,CARBOPLATIN,DASATINIB,NCIH23,5.139639037,0
CARBOPLATIN_DASATINIB_NCIH460,CARBOPLATIN,DASATINIB,NCIH460,10.6865179132,0
CARBOPLATIN_DASATINIB_NCIH520,CARBOPLATIN,DASATINIB,NCIH520,37.2849117306,0
CARBOPLATIN_DASATINIB_OCUBM,CARBOPLATIN,DASATINIB,OCUBM,9.0024014476,0
CARBOPLATIN_DASATINIB_OV90,CARBOPLATIN,DASATINIB,OV90,-1.4086987743,0
CARBOPLATIN_DASATINIB_OVCAR3,CARBOPLATIN,DASATINIB,OVCAR3,76.8361545415,0
CARBOPLATIN_DASATINIB_PA1,CARBOPLATIN,DASATINIB,PA1,27.8046003219,0
CARBOPLATIN_DASATINIB_RKO,CARBOPLATIN,DASATINIB,RKO,18.5889975532,0
CARBOPLATIN_DASATINIB_RPMI7951,CARBOPLATIN,DASATINIB,RPMI7951,8.7436587763,0
CARBOPLATIN_DASATINIB_SKMEL30,CARBOPLATIN,DASATINIB,SKMEL30,-27.0903065888,0
CARBOPLATIN_DASATINIB_SKMES1,CARBOPLATIN,DASATINIB,SKMES1,6.7155603409,0
CARBOPLATIN_DASATINIB_SKOV3,CARBOPLATIN,DASATINIB,SKOV3,-8.5142500076,0
CARBOPLATIN_DASATINIB_SW620,CARBOPLATIN,DASATINIB,SW620,15.6871388994,0
CARBOPLATIN_DASATINIB_SW837,CARBOPLATIN,DASATINIB,SW837,16.7723253406,0
CARBOPLATIN_DASATINIB_T47D,CARBOPLATIN,DASATINIB,T47D,-33.1422811573,0
CARBOPLATIN_DASATINIB_UACC62,CARBOPLATIN,DASATINIB,UACC62,6.6663649408,0
CARBOPLATIN_DASATINIB_UWB1289BRCA1,CARBOPLATIN,DASATINIB,UWB1289BRCA1,4.7618458174,0
CARBOPLATIN_DASATINIB_UWB1289,CARBOPLATIN,DASATINIB,UWB1289,5.1091078222,0
CARBOPLATIN_DASATINIB_VCAP,CARBOPLATIN,DASATINIB,VCAP,29.0665220981,0
CARBOPLATIN_DASATINIB_ZR751,CARBOPLATIN,DASATINIB,ZR751,2.6658102047,0
CARBOPLATIN_DINACICLIB_A2058,CARBOPLATIN,DINACICLIB,A2058,-19.9574716164,1
CARBOPLATIN_DINACICLIB_A2780,CARBOPLATIN,DINACICLIB,A2780,-1.8411545458,1
CARBOPLATIN_DINACICLIB_A375,CARBOPLATIN,DINACICLIB,A375,0.6980946253,1
CARBOPLATIN_DINACICLIB_A427,CARBOPLATIN,DINACICLIB,A427,-10.5355286858,1
CARBOPLATIN_DINACICLIB_CAOV3,CARBOPLATIN,DINACICLIB,CAOV3,-24.8267041532,1
CARBOPLATIN_DINACICLIB_COLO320DM,CARBOPLATIN,DINACICLIB,COLO320DM,-5.2056744171,1
CARBOPLATIN_DINACICLIB_DLD1,CARBOPLATIN,DINACICLIB,DLD1,-8.327349752,1
CARBOPLATIN_DINACICLIB_EFM192B,CARBOPLATIN,DINACICLIB,EFM192B,-15.9183317865,1
CARBOPLATIN_DINACICLIB_ES2,CARBOPLATIN,DINACICLIB,ES2,-11.2942591177,1
CARBOPLATIN_DINACICLIB_HCT116,CARBOPLATIN,DINACICLIB,HCT116,-9.0654881236,1
CARBOPLATIN_DINACICLIB_HT144,CARBOPLATIN,DINACICLIB,HT144,-3.0900133187,1
CARBOPLATIN_DINACICLIB_HT29,CARBOPLATIN,DINACICLIB,HT29,-6.7297604291,1
CARBOPLATIN_DINACICLIB_KPL1,CARBOPLATIN,DINACICLIB,KPL1,-12.705274703,1
CARBOPLATIN_DINACICLIB_LNCAP,CARBOPLATIN,DINACICLIB,LNCAP,10.0297048998,1
CARBOPLATIN_DINACICLIB_LOVO,CARBOPLATIN,DINACICLIB,LOVO,-2.0448191594,1
CARBOPLATIN_DINACICLIB_MDAMB436,CARBOPLATIN,DINACICLIB,MDAMB436,0.4017703034,1
CARBOPLATIN_DINACICLIB_MSTO,CARBOPLATIN,DINACICLIB,MSTO,-15.3897173373,1
CARBOPLATIN_DINACICLIB_NCIH1650,CARBOPLATIN,DINACICLIB,NCIH1650,-5.2466029427,1
CARBOPLATIN_DINACICLIB_NCIH2122,CARBOPLATIN,DINACICLIB,NCIH2122,-6.4705489798,1
CARBOPLATIN_DINACICLIB_NCIH23,CARBOPLATIN,DINACICLIB,NCIH23,-11.7833412793,1
CARBOPLATIN_DINACICLIB_NCIH460,CARBOPLATIN,DINACICLIB,NCIH460,-6.2593018487,1
CARBOPLATIN_DINACICLIB_NCIH520,CARBOPLATIN,DINACICLIB,NCIH520,-17.969375416,1
CARBOPLATIN_DINACICLIB_OCUBM,CARBOPLATIN,DINACICLIB,OCUBM,-0.9583032723,1
CARBOPLATIN_DINACICLIB_OV90,CARBOPLATIN,DINACICLIB,OV90,-18.9168288622,1
CARBOPLATIN_DINACICLIB_OVCAR3,CARBOPLATIN,DINACICLIB,OVCAR3,-15.0486602299,1
CARBOPLATIN_DINACICLIB_PA1,CARBOPLATIN,DINACICLIB,PA1,-7.0335246653,1
CARBOPLATIN_DINACICLIB_RKO,CARBOPLATIN,DINACICLIB,RKO,3.4186314011,1
CARBOPLATIN_DINACICLIB_RPMI7951,CARBOPLATIN,DINACICLIB,RPMI7951,-8.8767549932,1
CARBOPLATIN_DINACICLIB_SKMEL30,CARBOPLATIN,DINACICLIB,SKMEL30,-9.9323589992,1
CARBOPLATIN_DINACICLIB_SKMES1,CARBOPLATIN,DINACICLIB,SKMES1,-6.5814843148,1
CARBOPLATIN_DINACICLIB_SKOV3,CARBOPLATIN,DINACICLIB,SKOV3,-27.0906218117,1
CARBOPLATIN_DINACICLIB_SW620,CARBOPLATIN,DINACICLIB,SW620,-6.3778671546,1
CARBOPLATIN_DINACICLIB_SW837,CARBOPLATIN,DINACICLIB,SW837,-15.4178225958,1
CARBOPLATIN_DINACICLIB_T47D,CARBOPLATIN,DINACICLIB,T47D,-76.6840882954,1
CARBOPLATIN_DINACICLIB_UACC62,CARBOPLATIN,DINACICLIB,UACC62,3.3118188771,1
CARBOPLATIN_DINACICLIB_UWB1289BRCA1,CARBOPLATIN,DINACICLIB,UWB1289BRCA1,-10.0119966348,1
CARBOPLATIN_DINACICLIB_UWB1289,CARBOPLATIN,DINACICLIB,UWB1289,-6.5977580386,1
CARBOPLATIN_DINACICLIB_VCAP,CARBOPLATIN,DINACICLIB,VCAP,-4.6843420444,1
CARBOPLATIN_DINACICLIB_ZR751,CARBOPLATIN,DINACICLIB,ZR751,-9.8214624005,1
CARBOPLATIN_ERLOTINIB_A2058,CARBOPLATIN,ERLOTINIB,A2058,-7.6660827011,0
CARBOPLATIN_ERLOTINIB_A2780,CARBOPLATIN,ERLOTINIB,A2780,0.9208375232,0
CARBOPLATIN_ERLOTINIB_A375,CARBOPLATIN,ERLOTINIB,A375,11.1219098079,0
CARBOPLATIN_ERLOTINIB_A427,CARBOPLATIN,ERLOTINIB,A427,0.9803958931,0
CARBOPLATIN_ERLOTINIB_CAOV3,CARBOPLATIN,ERLOTINIB,CAOV3,5.1706058901,0
CARBOPLATIN_ERLOTINIB_COLO320DM,CARBOPLATIN,ERLOTINIB,COLO320DM,1.1025812533,0
CARBOPLATIN_ERLOTINIB_DLD1,CARBOPLATIN,ERLOTINIB,DLD1,-6.2645165492,0
CARBOPLATIN_ERLOTINIB_EFM192B,CARBOPLATIN,ERLOTINIB,EFM192B,-9.571818622,0
CARBOPLATIN_ERLOTINIB_ES2,CARBOPLATIN,ERLOTINIB,ES2,-5.5810387577,0
CARBOPLATIN_ERLOTINIB_HCT116,CARBOPLATIN,ERLOTINIB,HCT116,2.8438250091,0
CARBOPLATIN_ERLOTINIB_HT144,CARBOPLATIN,ERLOTINIB,HT144,-5.5315501365,0
CARBOPLATIN_ERLOTINIB_HT29,CARBOPLATIN,ERLOTINIB,HT29,5.8906558945,0
CARBOPLATIN_ERLOTINIB_KPL1,CARBOPLATIN,ERLOTINIB,KPL1,16.2505397692,0
CARBOPLATIN_ERLOTINIB_LNCAP,CARBOPLATIN,ERLOTINIB,LNCAP,5.6648893118,0
CARBOPLATIN_ERLOTINIB_LOVO,CARBOPLATIN,ERLOTINIB,LOVO,20.1658857556,0
CARBOPLATIN_ERLOTINIB_MDAMB436,CARBOPLATIN,ERLOTINIB,MDAMB436,9.0660629835,0
CARBOPLATIN_ERLOTINIB_MSTO,CARBOPLATIN,ERLOTINIB,MSTO,-12.9135839784,0
CARBOPLATIN_ERLOTINIB_NCIH1650,CARBOPLATIN,ERLOTINIB,NCIH1650,-7.9765129414,0
CARBOPLATIN_ERLOTINIB_NCIH2122,CARBOPLATIN,ERLOTINIB,NCIH2122,12.0484571669,0
CARBOPLATIN_ERLOTINIB_NCIH23,CARBOPLATIN,ERLOTINIB,NCIH23,-11.5928764557,0
CARBOPLATIN_ERLOTINIB_NCIH460,CARBOPLATIN,ERLOTINIB,NCIH460,6.6261583568,0
CARBOPLATIN_ERLOTINIB_NCIH520,CARBOPLATIN,ERLOTINIB,NCIH520,-11.3019160921,0
CARBOPLATIN_ERLOTINIB_OCUBM,CARBOPLATIN,ERLOTINIB,OCUBM,19.461517254,0
CARBOPLATIN_ERLOTINIB_OV90,CARBOPLATIN,ERLOTINIB,OV90,-11.5626831931,0
CARBOPLATIN_ERLOTINIB_OVCAR3,CARBOPLATIN,ERLOTINIB,OVCAR3,6.7943712117,0
CARBOPLATIN_ERLOTINIB_PA1,CARBOPLATIN,ERLOTINIB,PA1,-17.4872496279,0
CARBOPLATIN_ERLOTINIB_RKO,CARBOPLATIN,ERLOTINIB,RKO,8.7914758962,0
CARBOPLATIN_ERLOTINIB_RPMI7951,CARBOPLATIN,ERLOTINIB,RPMI7951,-9.1898000718,0
CARBOPLATIN_ERLOTINIB_SKMEL30,CARBOPLATIN,ERLOTINIB,SKMEL30,-2.0971370311,0
CARBOPLATIN_ERLOTINIB_SKMES1,CARBOPLATIN,ERLOTINIB,SKMES1,15.3615095349,0
CARBOPLATIN_ERLOTINIB_SKOV3,CARBOPLATIN,ERLOTINIB,SKOV3,-7.4110412114,0
CARBOPLATIN_ERLOTINIB_SW620,CARBOPLATIN,ERLOTINIB,SW620,-5.2245961392,0
CARBOPLATIN_ERLOTINIB_SW837,CARBOPLATIN,ERLOTINIB,SW837,12.9715190971,0
CARBOPLATIN_ERLOTINIB_T47D,CARBOPLATIN,ERLOTINIB,T47D,-27.8292932285,0
CARBOPLATIN_ERLOTINIB_UACC62,CARBOPLATIN,ERLOTINIB,UACC62,21.9061479835,0
CARBOPLATIN_ERLOTINIB_UWB1289BRCA1,CARBOPLATIN,ERLOTINIB,UWB1289BRCA1,7.9265809373,0
CARBOPLATIN_ERLOTINIB_UWB1289,CARBOPLATIN,ERLOTINIB,UWB1289,5.9474098761,0
CARBOPLATIN_ERLOTINIB_VCAP,CARBOPLATIN,ERLOTINIB,VCAP,31.5338394746,0
CARBOPLATIN_ERLOTINIB_ZR751,CARBOPLATIN,ERLOTINIB,ZR751,31.1673383217,0
CARBOPLATIN_GELDANAMYCIN_A2058,CARBOPLATIN,GELDANAMYCIN,A2058,9.354111594,1
CARBOPLATIN_GELDANAMYCIN_A2780,CARBOPLATIN,GELDANAMYCIN,A2780,1.1382376766,1
CARBOPLATIN_GELDANAMYCIN_A375,CARBOPLATIN,GELDANAMYCIN,A375,8.8815365149,1
CARBOPLATIN_GELDANAMYCIN_A427,CARBOPLATIN,GELDANAMYCIN,A427,-7.3968247641,1
CARBOPLATIN_GELDANAMYCIN_CAOV3,CARBOPLATIN,GELDANAMYCIN,CAOV3,11.8478360362,1
CARBOPLATIN_GELDANAMYCIN_COLO320DM,CARBOPLATIN,GELDANAMYCIN,COLO320DM,14.7844036636,1
CARBOPLATIN_GELDANAMYCIN_DLD1,CARBOPLATIN,GELDANAMYCIN,DLD1,4.2257567664,1
CARBOPLATIN_GELDANAMYCIN_EFM192B,CARBOPLATIN,GELDANAMYCIN,EFM192B,-14.6997124111,1
CARBOPLATIN_GELDANAMYCIN_ES2,CARBOPLATIN,GELDANAMYCIN,ES2,8.0497501378,1
CARBOPLATIN_GELDANAMYCIN_HCT116,CARBOPLATIN,GELDANAMYCIN,HCT116,16.2270093834,1
CARBOPLATIN_GELDANAMYCIN_HT144,CARBOPLATIN,GELDANAMYCIN,HT144,-1.2141469382,1
CARBOPLATIN_GELDANAMYCIN_HT29,CARBOPLATIN,GELDANAMYCIN,HT29,-14.2082404484,1
CARBOPLATIN_GELDANAMYCIN_KPL1,CARBOPLATIN,GELDANAMYCIN,KPL1,-6.1480897303,1
CARBOPLATIN_GELDANAMYCIN_LNCAP,CARBOPLATIN,GELDANAMYCIN,LNCAP,-5.8631425983,1
CARBOPLATIN_GELDANAMYCIN_LOVO,CARBOPLATIN,GELDANAMYCIN,LOVO,-1.0863576813,1
CARBOPLATIN_GELDANAMYCIN_MDAMB436,CARBOPLATIN,GELDANAMYCIN,MDAMB436,7.8665649897,1
CARBOPLATIN_GELDANAMYCIN_MSTO,CARBOPLATIN,GELDANAMYCIN,MSTO,-7.310020455,1
CARBOPLATIN_GELDANAMYCIN_NCIH1650,CARBOPLATIN,GELDANAMYCIN,NCIH1650,-17.1781644378,1
CARBOPLATIN_GELDANAMYCIN_NCIH2122,CARBOPLATIN,GELDANAMYCIN,NCIH2122,-13.8289440902,1
CARBOPLATIN_GELDANAMYCIN_NCIH23,CARBOPLATIN,GELDANAMYCIN,NCIH23,-14.8404843468,1
CARBOPLATIN_GELDANAMYCIN_NCIH460,CARBOPLATIN,GELDANAMYCIN,NCIH460,-10.2921994785,1
CARBOPLATIN_GELDANAMYCIN_NCIH520,CARBOPLATIN,GELDANAMYCIN,NCIH520,-5.1742968832,1
CARBOPLATIN_GELDANAMYCIN_OCUBM,CARBOPLATIN,GELDANAMYCIN,OCUBM,19.8380290089,1
CARBOPLATIN_GELDANAMYCIN_OV90,CARBOPLATIN,GELDANAMYCIN,OV90,-11.7491440479,1
CARBOPLATIN_GELDANAMYCIN_OVCAR3,CARBOPLATIN,GELDANAMYCIN,OVCAR3,-4.1179661977,1
CARBOPLATIN_GELDANAMYCIN_PA1,CARBOPLATIN,GELDANAMYCIN,PA1,-8.021660165,1
CARBOPLATIN_GELDANAMYCIN_RKO,CARBOPLATIN,GELDANAMYCIN,RKO,13.5135795067,1
CARBOPLATIN_GELDANAMYCIN_RPMI7951,CARBOPLATIN,GELDANAMYCIN,RPMI7951,-5.7836529501,1
CARBOPLATIN_GELDANAMYCIN_SKMEL30,CARBOPLATIN,GELDANAMYCIN,SKMEL30,37.2937149539,1
CARBOPLATIN_GELDANAMYCIN_SKMES1,CARBOPLATIN,GELDANAMYCIN,SKMES1,-7.9376605648,1
CARBOPLATIN_GELDANAMYCIN_SKOV3,CARBOPLATIN,GELDANAMYCIN,SKOV3,-37.3386220797,1
CARBOPLATIN_GELDANAMYCIN_SW620,CARBOPLATIN,GELDANAMYCIN,SW620,-24.4347609081,1
CARBOPLATIN_GELDANAMYCIN_SW837,CARBOPLATIN,GELDANAMYCIN,SW837,-20.8728310263,1
CARBOPLATIN_GELDANAMYCIN_T47D,CARBOPLATIN,GELDANAMYCIN,T47D,-71.2063014173,1
CARBOPLATIN_GELDANAMYCIN_UACC62,CARBOPLATIN,GELDANAMYCIN,UACC62,-9.6698469233,1
CARBOPLATIN_GELDANAMYCIN_UWB1289BRCA1,CARBOPLATIN,GELDANAMYCIN,UWB1289BRCA1,-25.3637255171,1
CARBOPLATIN_GELDANAMYCIN_UWB1289,CARBOPLATIN,GELDANAMYCIN,UWB1289,5.7114022581,1
CARBOPLATIN_GELDANAMYCIN_VCAP,CARBOPLATIN,GELDANAMYCIN,VCAP,6.4167312724,1
CARBOPLATIN_GELDANAMYCIN_ZR751,CARBOPLATIN,GELDANAMYCIN,ZR751,-34.8495110418,1
CARBOPLATIN_L778123_A2058,CARBOPLATIN,L778123,A2058,0.3311250385,3
CARBOPLATIN_L778123_A2780,CARBOPLATIN,L778123,A2780,0.2009944824,3
CARBOPLATIN_L778123_A375,CARBOPLATIN,L778123,A375,-2.3019537329,3
CARBOPLATIN_L778123_A427,CARBOPLATIN,L778123,A427,8.8903020397,3
CARBOPLATIN_L778123_CAOV3,CARBOPLATIN,L778123,CAOV3,-6.0648864867,3
CARBOPLATIN_L778123_COLO320DM,CARBOPLATIN,L778123,COLO320DM,-4.1549628688,3
CARBOPLATIN_L778123_DLD1,CARBOPLATIN,L778123,DLD1,-3.1817283094,3
CARBOPLATIN_L778123_EFM192B,CARBOPLATIN,L778123,EFM192B,-13.5446877015,3
CARBOPLATIN_L778123_ES2,CARBOPLATIN,L778123,ES2,-2.8066429662,3
CARBOPLATIN_L778123_HCT116,CARBOPLATIN,L778123,HCT116,-7.7904593606,3
CARBOPLATIN_L778123_HT144,CARBOPLATIN,L778123,HT144,-7.3391215049,3
CARBOPLATIN_L778123_HT29,CARBOPLATIN,L778123,HT29,12.7817938765,3
CARBOPLATIN_L778123_KPL1,CARBOPLATIN,L778123,KPL1,-8.6430884511,3
CARBOPLATIN_L778123_LNCAP,CARBOPLATIN,L778123,LNCAP,-3.9256319772,3
CARBOPLATIN_L778123_LOVO,CARBOPLATIN,L778123,LOVO,2.893768119,3
CARBOPLATIN_L778123_MDAMB436,CARBOPLATIN,L778123,MDAMB436,-0.0061063152,3
CARBOPLATIN_L778123_MSTO,CARBOPLATIN,L778123,MSTO,-17.3342656869,3
CARBOPLATIN_L778123_NCIH1650,CARBOPLATIN,L778123,NCIH1650,-15.0298901202,3
CARBOPLATIN_L778123_NCIH2122,CARBOPLATIN,L778123,NCIH2122,1.0729085084,3
CARBOPLATIN_L778123_NCIH23,CARBOPLATIN,L778123,NCIH23,2.0458583463,3
CARBOPLATIN_L778123_NCIH460,CARBOPLATIN,L778123,NCIH460,-7.6567998585,3
CARBOPLATIN_L778123_NCIH520,CARBOPLATIN,L778123,NCIH520,-2.7734545516,3
CARBOPLATIN_L778123_OCUBM,CARBOPLATIN,L778123,OCUBM,0.461550776,3
CARBOPLATIN_L778123_OV90,CARBOPLATIN,L778123,OV90,-0.1590348656,3
CARBOPLATIN_L778123_OVCAR3,CARBOPLATIN,L778123,OVCAR3,-28.3726633278,3
CARBOPLATIN_L778123_PA1,CARBOPLATIN,L778123,PA1,-4.6849484057,3
CARBOPLATIN_L778123_RKO,CARBOPLATIN,L778123,RKO,1.8706308271,3
CARBOPLATIN_L778123_RPMI7951,CARBOPLATIN,L778123,RPMI7951,-7.5788002322,3
CARBOPLATIN_L778123_SKMEL30,CARBOPLATIN,L778123,SKMEL30,-4.1038521673,3
CARBOPLATIN_L778123_SKMES1,CARBOPLATIN,L778123,SKMES1,1.2938040351,3
CARBOPLATIN_L778123_SKOV3,CARBOPLATIN,L778123,SKOV3,-1.5508555414,3
CARBOPLATIN_L778123_SW620,CARBOPLATIN,L778123,SW620,-13.8340249715,3
CARBOPLATIN_L778123_SW837,CARBOPLATIN,L778123,SW837,-2.4073383097,3
CARBOPLATIN_L778123_T47D,CARBOPLATIN,L778123,T47D,-31.7907398522,3
CARBOPLATIN_L778123_UACC62,CARBOPLATIN,L778123,UACC62,-9.7728984728,3
